player_id,league_id,team_id,footballer_id,footballer_name_footballer,age,club,league_name,position,position_acronym,contract,market_value,height,feet,rating,potential,goalkeeping,mental,physical,technical,aerial-reach,command-of-area,communication,eccentricity,first-touch,handling,kicking,one-on-ones,passing,punching-tendency,reflexes,rushing-out-tendency,throwing,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,off-the-ball,positioning,teamwork,vision,work-rate,acceleration,agility,balance,jumping-reach,natural-fitness,pace,stamina,strength,free-kick-taking,penalty-taking,technique,corners,crossing,dribbling,finishing,heading,long-shots,long-throws,marking,tackling,num_players,avg_age,total_squad_value,country,num_legionnaires,avg_marketing_val,num_teams,players,avg_marketing_val_league,avg_age_league
286,tr1,11,286,Kenan Piric,30,Antalyaspor,Süper Lig,Goalkeeper,GK,"Jun 30, 2026",€750k,"1,92m",right,55,58.0,60,50,60,20,70,55,35,40,45,60,75,75,40,60,70,65,60,60,60,70,35,35,65,60,15,60,15,60,35,45,60,50,65,50,75,55,55,50,70,5,15,45,0,0,0,0,0,0,0,0,0,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
287,tr1,11,287,Abdullah Yiğiter,24,Antalyaspor,Süper Lig,Goalkeeper,GK,"Jun 30, 2027",€175k,"1,89m",right,48,63.0,55,45,55,25,60,55,60,25,40,60,60,55,50,60,65,55,60,50,50,50,40,50,50,60,35,30,25,50,50,35,60,50,60,50,65,60,45,55,60,10,10,50,0,0,0,0,0,0,0,0,0,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
288,tr1,11,288,Kağan Arıcan,18,Antalyaspor,Süper Lig,Goalkeeper,GK,"Jun 30, 2025",€100k,"1,87m",right,35,,45,35,40,15,65,40,35,25,5,65,35,55,45,40,65,75,35,45,30,75,35,35,35,60,10,45,5,30,35,30,25,35,45,35,60,75,45,5,30,25,15,10,0,0,0,0,0,0,0,0,0,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
289,tr1,11,289,Doğukan Özkan,24,Antalyaspor,Süper Lig,Goalkeeper,GK,"Jun 30, 2025",€50k,"1,87m",right,33,43.0,45,35,45,15,40,55,40,25,20,65,40,40,30,55,65,60,25,40,30,70,30,45,25,55,10,40,5,45,30,25,25,55,50,20,55,45,60,10,45,15,15,20,0,0,0,0,0,0,0,0,0,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
290,tr1,11,290,Thalisson,26,Antalyaspor,Süper Lig,Centre-Back,DC,"Jun 30, 2027",€750k,"1,85m",right,56,62.0,0,55,60,50,0,0,0,0,55,0,0,0,55,0,0,0,0,50,60,65,45,60,60,65,30,50,40,65,65,45,70,60,55,60,60,65,60,65,65,45,50,55,35,45,45,40,65,35,50,60,65,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
291,tr1,11,291,Emrecan Uzunhan,23,Antalyaspor,Süper Lig,Centre-Back,DC,"Jun 30, 2025",€550k,"1,89m",left,53,70.0,0,55,60,40,0,0,0,0,50,0,0,0,60,0,0,0,0,55,60,65,55,60,60,70,45,45,35,55,65,50,60,60,60,60,60,70,60,60,65,25,20,50,15,30,45,30,60,25,35,60,65,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
292,tr1,11,292,Bahadır Öztürk,29,Antalyaspor,Süper Lig,Centre-Back,DC,"Jun 30, 2026",€400k,"1,85m",right,53,60.0,0,55,55,40,0,0,0,0,50,0,0,0,50,0,0,0,0,65,55,65,50,55,55,50,35,45,45,60,65,45,65,50,50,60,70,40,55,60,70,20,25,50,15,30,40,30,75,25,35,65,65,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
293,tr1,11,293,Amar Gerxhaliu,22,Antalyaspor,Süper Lig,Centre-Back,DC,"Jun 30, 2026",€300k,"1,93m",right,40,,0,45,50,40,0,0,0,0,45,0,0,0,55,0,0,0,0,45,50,50,55,45,50,15,25,15,35,60,55,45,55,35,40,55,60,35,40,60,60,35,25,50,20,35,35,30,60,35,5,55,55,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
294,tr1,11,294,Veysel Sarı,36,Antalyaspor,Süper Lig,Centre-Back,DC,"Jun 30, 2025",€175k,"1,84m",right,58,60.0,0,60,60,50,0,0,0,0,50,0,0,0,55,0,0,0,0,70,60,75,60,55,55,70,25,60,40,60,70,45,75,50,50,60,60,90,55,60,70,35,50,50,25,30,50,40,70,40,50,70,75,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
295,tr1,11,295,Harun Toprak,19,Antalyaspor,Süper Lig,Centre-Back,DC,"Jun 30, 2028",€50k,"1,88m",right,35,,0,40,50,30,0,0,0,0,40,0,0,0,50,0,0,0,0,35,45,50,45,40,40,65,25,30,25,70,40,30,50,40,55,45,60,80,60,30,30,5,35,30,15,5,30,15,60,15,20,55,55,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
296,tr1,11,296,Abdurrahim Dursun,26,Antalyaspor,Süper Lig,Left-Back,DL,"Jun 30, 2026",€250k,"1,76m",left,50,55.0,0,55,60,50,0,0,0,0,50,0,0,0,45,0,0,0,0,60,50,70,55,50,55,65,35,35,65,50,75,40,80,65,65,55,50,75,55,70,50,40,30,55,50,55,60,40,40,45,70,55,65,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
297,tr1,11,297,Güray Vural,36,Antalyaspor,Süper Lig,Left-Back,"DL, WBL","Jun 30, 2025",€150k,"1,77m",left,58,64.0,0,60,60,55,0,0,0,0,60,0,0,0,65,0,0,0,0,60,65,60,65,65,60,60,60,45,60,50,65,65,75,55,65,55,45,80,65,60,55,60,60,65,60,70,60,50,40,60,50,50,50,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
298,tr1,11,298,Efecan Gülerce,22,Antalyaspor,Süper Lig,Left-Back,DL,"Jun 30, 2026",€50k,"1,80m",left,30,,0,45,50,35,0,0,0,0,40,0,0,0,45,0,0,0,0,55,40,45,40,45,35,55,40,30,40,45,55,35,55,60,60,55,45,50,55,50,40,35,20,45,35,50,25,20,35,35,40,45,45,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
299,tr1,11,299,Bünyamin Balcı,24,Antalyaspor,Süper Lig,Right-Back,DR,"Jun 30, 2027",€2.50m,"1,73m",right,58,65.0,0,55,60,50,0,0,0,0,60,0,0,0,60,0,0,0,0,55,65,65,60,60,60,50,35,35,50,60,65,55,80,65,60,55,40,60,50,70,65,35,45,55,35,40,50,40,40,50,50,55,60,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
300,tr1,11,300,Erdoğan Yeşilyurt,31,Antalyaspor,Süper Lig,Right-Back,"AMR, AML","Jun 30, 2026",€1.20m,"1,75m",both,58,65.0,0,55,60,55,0,0,0,0,55,0,0,0,60,0,0,0,0,60,50,55,50,55,50,65,65,35,60,50,65,55,70,60,65,55,40,65,60,65,50,50,50,60,55,55,65,55,45,65,60,40,40,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
301,tr1,11,301,Mert Yılmaz,25,Antalyaspor,Süper Lig,Right-Back,"DR, WBR","Jun 30, 2025",€275k,"1,74m",right,48,60.0,0,50,55,50,0,0,0,0,60,0,0,0,60,0,0,0,0,40,60,50,55,50,60,35,50,35,55,50,55,65,50,55,55,45,35,70,55,55,50,50,35,60,40,65,50,50,40,50,40,40,40,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
302,tr1,11,302,Jakub Kaluzinski,22,Antalyaspor,Süper Lig,Defensive Midfield,AMC,"Jun 30, 2026",€3.00m,"1,84m",both,55,,0,60,55,50,0,0,0,0,65,0,0,0,70,0,0,0,0,50,65,60,65,60,60,70,50,65,50,55,65,65,70,50,55,55,40,60,55,60,50,50,50,60,50,45,55,45,50,55,30,50,50,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
303,tr1,11,303,Oleksandr Petrusenko,26,Antalyaspor,Süper Lig,Defensive Midfield,DM,"Jun 30, 2026",€1.50m,"1,81m",right,54,55.0,0,60,60,50,0,0,0,0,55,0,0,0,65,0,0,0,0,60,70,60,75,40,45,60,35,65,45,50,70,55,75,60,55,50,65,65,65,65,65,35,40,50,40,40,45,50,55,40,35,60,65,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
304,tr1,11,304,Soner Dikmen,31,Antalyaspor,Süper Lig,Central Midfield,MC,"Jun 30, 2026",€1.50m,"1,79m",right,58,63.0,0,60,60,55,0,0,0,0,55,0,0,0,60,0,0,0,0,60,60,70,55,55,60,50,55,55,60,60,70,60,70,60,60,60,50,70,60,65,60,60,60,55,60,45,55,25,60,55,30,60,65,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
305,tr1,11,305,Erdal Rakip,28,Antalyaspor,Süper Lig,Central Midfield,MC,"Jun 30, 2025",€850k,"1,79m",right,60,65.0,0,65,60,55,0,0,0,0,65,0,0,0,65,0,0,0,0,70,65,70,65,60,60,65,60,55,50,65,65,60,70,60,65,60,40,70,60,65,60,50,55,65,50,50,60,50,45,50,35,60,65,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
306,tr1,11,306,Burak İngenç,18,Antalyaspor,Süper Lig,Central Midfield,MC,-,€200k,"1,75m",left,38,,0,40,55,45,0,0,0,0,65,0,0,0,70,0,0,0,0,25,30,40,40,30,5,75,65,50,45,20,40,35,65,70,70,40,30,45,70,70,30,35,35,70,35,30,45,60,35,40,5,40,45,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
307,tr1,11,307,Mevlüt Han Ekelik,19,Antalyaspor,Süper Lig,Central Midfield,MC,-,€100k,"1,82m",right,40,,0,45,50,45,0,0,0,0,55,0,0,0,60,0,0,0,0,45,40,40,55,50,55,20,55,30,50,45,55,55,50,55,55,50,45,50,55,50,40,50,55,60,25,35,50,40,50,45,20,35,40,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
308,tr1,11,308,Ramzi Safuri,29,Antalyaspor,Süper Lig,Attacking Midfield,AMC,"Jun 30, 2025",€1.50m,"1,83m",right,60,63.0,0,60,60,55,0,0,0,0,70,0,0,0,70,0,0,0,0,55,60,60,60,50,55,65,75,45,55,40,55,70,60,60,60,70,60,60,50,60,65,70,55,70,70,65,70,55,40,70,25,30,35,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
309,tr1,11,309,Sander van de Streek,31,Antalyaspor,Süper Lig,Attacking Midfield,AMC,"Jun 30, 2025",€1.10m,"1,80m",right,58,65.0,0,60,60,50,0,0,0,0,65,0,0,0,65,0,0,0,0,55,65,60,60,55,65,70,60,30,65,40,65,65,65,55,60,60,60,60,55,65,65,45,55,65,50,60,60,55,55,60,25,25,40,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
310,tr1,11,310,Emre Uzun,19,Antalyaspor,Süper Lig,Attacking Midfield,AMC,"Jun 30, 2025",€900k,"1,79m",left,40,,0,45,50,45,0,0,0,0,60,0,0,0,65,0,0,0,0,25,35,50,45,30,55,35,75,40,45,30,55,60,40,55,60,35,35,75,55,45,20,50,25,70,55,40,60,50,30,55,20,45,25,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
311,tr1,11,311,Deni Milosevic,29,Antalyaspor,Süper Lig,Attacking Midfield,AMR,"Jun 30, 2026",€200k,"1,83m",right,45,65.0,0,50,55,50,0,0,0,0,65,0,0,0,70,0,0,0,0,50,55,40,60,40,55,60,65,30,35,45,45,60,45,50,50,60,50,70,50,55,50,50,55,70,60,55,60,45,35,60,15,25,25,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
312,tr1,11,312,Moussa Djenepo,26,Antalyaspor,Süper Lig,Left Winger,"AMR, AML","Jun 30, 2025",€3.00m,"1,77m",right,62,63.0,0,50,65,45,0,0,0,0,55,0,0,0,55,0,0,0,0,50,40,70,50,45,45,70,60,35,55,25,60,50,70,80,65,75,45,55,80,70,60,40,35,60,50,50,75,35,40,40,35,40,25,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
313,tr1,11,313,Sam Larsson,31,Antalyaspor,Süper Lig,Left Winger,AML,"Jun 30, 2025",€1.50m,"1,80m",right,58,67.0,0,55,60,55,0,0,0,0,65,0,0,0,65,0,0,0,0,35,55,55,60,60,60,60,65,40,60,45,55,65,65,60,65,55,45,55,65,60,55,65,55,65,50,60,65,55,45,65,25,35,40,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
314,tr1,11,314,Braian Samudio,28,Antalyaspor,Süper Lig,Left Winger,"MR, AML","Jun 30, 2026",€1.40m,"1,81m",right,57,60.0,0,60,65,50,0,0,0,0,50,0,0,0,45,0,0,0,0,85,60,80,55,65,50,60,45,30,60,40,65,55,80,65,60,65,55,70,65,65,55,45,50,60,55,50,65,65,60,55,40,30,35,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
315,tr1,11,315,Andros Townsend,33,Antalyaspor,Süper Lig,Right Winger,"MR, AMR","Jun 30, 2026",€1.40m,"1,81m",left,65,72.0,0,55,60,55,0,0,0,0,65,0,0,0,55,0,0,0,0,60,40,50,50,60,55,65,60,60,55,45,60,60,80,65,65,65,40,70,65,75,50,55,60,65,60,75,75,45,35,70,25,25,30,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
316,tr1,11,316,Adolfo Gaich,25,Antalyaspor,Süper Lig,Centre-Forward,ST,"Jun 30, 2025",€1.60m,"1,90m",right,58,65.0,0,60,65,50,0,0,0,0,65,0,0,0,55,0,0,0,0,55,70,70,60,65,60,60,50,50,65,45,70,55,60,50,45,75,70,65,55,70,75,35,60,60,20,35,55,65,70,55,25,35,30,31,26.7,€27.48m,Türkiye,14,€886k,19 teams,563,€2.04m,26.5
317,tr1,12,317,Mert Bayram,19,Alanyaspor,Süper Lig,Goalkeeper,GK,"Jun 30, 2029",€100k,"1,90m",right,35,,50,40,45,30,55,45,45,25,55,50,50,60,50,50,65,60,55,35,50,60,50,45,40,75,5,25,5,40,55,35,45,35,55,40,70,60,30,40,35,40,15,40,0,0,0,0,0,0,0,0,0,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
318,tr1,12,318,Ertuğrul Taşkıran,35,Alanyaspor,Süper Lig,Goalkeeper,GK,"Jun 30, 2025",€75k,"1,91m",right,53,60.0,55,50,55,35,55,55,45,55,40,60,65,35,40,75,75,55,65,45,65,65,60,65,50,60,25,40,40,60,50,40,45,55,70,55,65,60,40,50,60,40,25,35,0,0,0,0,0,0,0,0,0,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
319,tr1,12,319,Yusuf Karagöz,25,Alanyaspor,Süper Lig,Goalkeeper,GK,"Jun 30, 2027",€50k,"1,95m",right,45,58.0,50,45,50,20,70,50,60,25,25,70,35,45,50,35,70,60,30,45,55,75,45,70,25,50,15,70,5,50,45,40,40,50,70,45,70,60,50,25,45,25,15,15,0,0,0,0,0,0,0,0,0,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
320,tr1,12,320,Furkan Bayır,24,Alanyaspor,Süper Lig,Centre-Back,DC,"Jun 30, 2025",€2.10m,"1,88m",right,58,65.0,0,60,65,40,0,0,0,0,50,0,0,0,55,0,0,0,0,60,60,60,60,75,55,75,35,45,40,60,70,45,70,60,60,60,70,65,55,65,65,20,25,50,25,40,40,40,65,20,25,65,70,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
321,tr1,12,321,Fatih Aksoy,27,Alanyaspor,Süper Lig,Centre-Back,"DC, DM","Jun 30, 2025",€1.80m,"1,89m",right,58,63.0,0,60,60,50,0,0,0,0,55,0,0,0,65,0,0,0,0,70,70,70,50,60,65,60,40,35,45,65,75,55,70,55,55,60,65,50,60,60,65,35,35,60,30,40,50,45,65,40,50,65,65,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
322,tr1,12,322,Fidan Aliti,31,Alanyaspor,Süper Lig,Centre-Back,DC,"Jun 30, 2026",€1.00m,"1,86m",left,58,63.0,0,60,60,45,0,0,0,0,40,0,0,0,55,0,0,0,0,80,65,70,55,65,60,65,35,60,35,65,70,50,65,55,40,65,65,60,60,60,65,30,30,40,30,50,30,30,65,35,40,65,65,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
323,tr1,12,323,Nuno Lima,23,Alanyaspor,Süper Lig,Centre-Back,DC,"Jun 30, 2027",€900k,"1,85m",right,55,63.0,0,55,65,45,0,0,0,0,45,0,0,0,60,0,0,0,0,60,60,75,60,55,55,65,45,45,40,60,65,45,70,65,60,65,60,70,65,65,60,25,35,50,35,45,35,30,55,30,30,65,70,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
324,tr1,12,324,Yusuf Özdemir,23,Alanyaspor,Süper Lig,Left-Back,"DL, WBL","Jun 30, 2025",€2.60m,"1,81m",left,58,65.0,0,55,65,50,0,0,0,0,60,0,0,0,55,0,0,0,0,40,50,70,50,60,60,55,55,40,45,55,70,50,85,75,60,60,50,65,75,75,50,50,55,65,50,45,60,45,35,55,40,45,40,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
325,tr1,12,325,Jure Balkovec,30,Alanyaspor,Süper Lig,Left-Back,"DL, WBL","Jun 30, 2026",€1.20m,"1,85m",left,58,65.0,0,60,60,55,0,0,0,0,60,0,0,0,70,0,0,0,0,60,65,60,60,70,60,65,40,50,50,60,60,65,50,50,60,60,50,75,55,75,65,75,45,65,65,75,35,40,40,75,40,60,50,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
326,tr1,12,326,Florent Hadergjonaj,30,Alanyaspor,Süper Lig,Right-Back,DR,"Jun 30, 2025",€1.70m,"1,82m",right,55,63.0,0,55,60,45,0,0,0,0,60,0,0,0,60,0,0,0,0,35,60,50,50,65,50,70,40,40,60,65,70,40,70,60,55,40,60,75,75,75,45,25,40,60,30,70,40,25,45,25,60,60,60,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
327,tr1,12,327,Richard,30,Alanyaspor,Süper Lig,Defensive Midfield,DM,"Jun 30, 2025",€900k,"1,91m",right,60,67.0,0,55,70,50,0,0,0,0,60,0,0,0,60,0,0,0,0,60,55,50,55,65,60,35,60,50,55,70,50,55,70,70,65,65,80,60,65,65,75,40,40,55,35,50,50,45,45,45,40,70,70,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
328,tr1,12,328,Gaius Makouta,27,Alanyaspor,Süper Lig,Central Midfield,"DM, MC","Jun 30, 2027",€2.60m,"1,80m",right,65,67.0,0,60,75,60,0,0,0,0,60,0,0,0,55,0,0,0,0,80,65,65,60,70,50,80,40,35,70,65,65,55,70,65,65,80,65,85,70,80,85,65,55,60,55,60,65,55,60,70,40,60,55,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
329,tr1,12,329,Nicolas Janvier,26,Alanyaspor,Süper Lig,Central Midfield,"MC, AMC","Jun 30, 2026",€550k,"1,72m",right,58,65.0,0,55,55,55,0,0,0,0,70,0,0,0,70,0,0,0,0,40,40,35,70,50,65,50,70,40,45,50,55,75,50,60,60,65,35,70,60,60,45,55,60,75,65,60,60,55,30,70,25,25,40,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
330,tr1,12,330,Buluthan Bulut,22,Alanyaspor,Süper Lig,Central Midfield,MC,"Jun 30, 2026",€50k,"1,75m",right,45,,0,50,50,50,0,0,0,0,60,0,0,0,65,0,0,0,0,35,55,35,55,45,40,45,55,45,60,50,60,60,55,60,65,50,25,55,55,50,40,55,50,65,55,55,60,50,45,55,20,35,40,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
331,tr1,12,331,Efecan Karaca,35,Alanyaspor,Süper Lig,Attacking Midfield,"MR, AMR, AMC","Jun 30, 2025",€350k,"1,70m",right,58,66.0,0,70,55,55,0,0,0,0,65,0,0,0,65,0,0,0,0,80,65,75,65,65,70,80,70,75,75,35,75,60,80,70,65,55,20,75,55,60,35,50,60,65,50,65,60,55,25,65,55,20,50,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
332,tr1,12,332,Eren Altıntaş,20,Alanyaspor,Süper Lig,Attacking Midfield,"MC, AMC","Jun 30, 2028",€100k,"1,84m",left,30,,0,40,45,45,0,0,0,0,65,0,0,0,60,0,0,0,0,50,45,30,45,25,30,65,75,25,45,15,35,55,35,45,55,40,50,40,50,30,35,60,50,70,45,50,65,45,30,60,5,10,15,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
333,tr1,12,333,Emin Sarıgül,19,Alanyaspor,Süper Lig,Attacking Midfield,"AML, AMC","Jun 30, 2027",€50k,"1,78m",right,33,,0,40,45,45,0,0,0,0,70,0,0,0,65,0,0,0,0,25,40,30,30,35,30,60,35,15,60,35,40,35,65,45,45,15,40,65,50,40,50,35,55,50,35,50,50,50,5,45,50,30,35,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
334,tr1,12,334,Bera Çeken,19,Alanyaspor,Süper Lig,Left Winger,AML,"Jun 30, 2029",€50k,"1,78m",left,38,,0,40,50,40,0,0,0,0,45,0,0,0,60,0,0,0,0,45,45,30,45,20,45,65,65,35,30,20,40,35,45,70,70,25,20,60,70,40,25,35,25,70,35,50,35,50,35,30,20,30,35,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
335,tr1,12,335,Rony Lopes,28,Alanyaspor,Süper Lig,Right Winger,"AMR, AML","Jun 30, 2026",€2.20m,"1,74m",left,65,73.0,0,55,60,60,0,0,0,0,80,0,0,0,70,0,0,0,0,45,60,45,65,40,60,60,75,40,65,40,65,75,50,65,70,75,30,60,65,60,45,70,70,80,75,70,75,65,30,65,25,25,25,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
336,tr1,12,336,Loide Augusto,24,Alanyaspor,Süper Lig,Right Winger,"WBR, MR, AMR, AML","Jun 30, 2027",€1.40m,"1,83m",right,55,60.0,0,50,60,45,0,0,0,0,55,0,0,0,35,0,0,0,0,70,50,55,35,55,45,60,65,30,60,40,45,50,60,70,65,40,45,70,70,55,50,45,35,60,30,40,60,55,35,60,40,40,40,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
337,tr1,12,337,Juan Christian,23,Alanyaspor,Süper Lig,Right Winger,AMR,"Jun 30, 2028",€450k,"1,77m",right,52,61.0,0,55,55,45,0,0,0,0,50,0,0,0,55,0,0,0,0,75,65,45,35,50,75,25,65,50,55,35,50,50,70,75,70,35,35,60,70,60,35,30,45,50,40,45,70,45,40,40,40,40,40,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
338,tr1,12,338,Ui-jo Hwang,32,Alanyaspor,Süper Lig,Centre-Forward,ST,"Jun 30, 2025",€1.60m,"1,85m",both,60,65.0,0,60,65,50,0,0,0,0,60,0,0,0,60,0,0,0,0,60,60,70,60,55,60,60,60,45,65,45,75,60,75,60,60,65,60,60,65,70,65,25,60,60,20,50,60,65,60,55,15,40,35,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
339,tr1,12,339,Sergio Córdova,27,Alanyaspor,Süper Lig,Centre-Forward,"MR, AMR, ST","Jun 30, 2027",€1.50m,"1,88m",right,60,67.0,0,55,70,50,0,0,0,0,70,0,0,0,50,0,0,0,0,55,55,70,60,45,40,75,70,40,55,25,60,50,75,70,65,75,75,60,80,55,70,35,55,65,35,45,65,55,70,45,40,30,30,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
340,tr1,12,340,Serdar Dursun,33,Alanyaspor,Süper Lig,Centre-Forward,ST,"Jun 30, 2026",€600k,"1,90m",right,58,65.0,0,60,65,50,0,0,0,0,65,0,0,0,55,0,0,0,0,70,65,60,65,45,65,75,70,50,70,25,70,50,50,45,55,70,85,70,30,70,80,55,75,65,35,40,55,60,80,60,40,20,15,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
341,tr1,12,341,Arda Usluoğlu,18,Alanyaspor,Süper Lig,Centre-Forward,ST,"Jun 30, 2027",€200k,"1,89m",right,38,,0,50,55,35,0,0,0,0,65,0,0,0,35,0,0,0,0,70,45,60,50,40,35,80,40,25,60,30,45,35,75,60,55,50,50,60,55,50,45,30,35,40,15,35,40,65,55,35,10,20,25,25,26.5,€24.13m,Türkiye,12,€965k,19 teams,563,€2.04m,26.5
342,tr1,13,342,Jakub Slowik,33,Konyaspor,Süper Lig,Goalkeeper,GK,"Jun 30, 2025",€700k,"1,90m",right,53,63.0,55,45,60,25,60,60,60,30,45,60,55,65,50,45,70,65,70,50,50,45,50,55,55,55,15,40,15,55,65,40,60,55,65,55,70,60,50,65,55,25,15,35,0,0,0,0,0,0,0,0,0,30,27.3,€23.75m,Türkiye,15,€792k,19 teams,563,€2.04m,26.5
343,tr1,13,343,Deniz Ertaş,19,Konyaspor,Süper Lig,Goalkeeper,GK,"Jun 30, 2027",€350k,"1,93m",right,48,,50,45,60,25,50,55,55,25,40,55,60,50,50,50,65,40,50,45,40,80,50,50,50,60,10,10,5,55,50,45,45,75,40,50,75,85,70,30,40,25,5,50,0,0,0,0,0,0,0,0,0,30,27.3,€23.75m,Türkiye,15,€792k,19 teams,563,€2.04m,26.5
344,tr1,13,344,Yavuz Aygün,28,Konyaspor,Süper Lig,Goalkeeper,GK,"Jun 30, 2026",€50k,"1,93m",right,35,50.0,50,40,55,25,70,35,50,55,25,50,45,40,60,60,70,25,40,45,55,70,35,35,30,65,15,45,5,70,40,35,35,60,55,35,70,80,50,35,50,45,15,20,0,0,0,0,0,0,0,0,0,30,27.3,€23.75m,Türkiye,15,€792k,19 teams,563,€2.04m,26.5
345,tr1,13,345,Riechedly Bazoer,28,Konyaspor,Süper Lig,Centre-Back,"DC, DM, MC","Jun 30, 2026",€3.80m,"1,84m",right,64,65.0,0,60,65,60,0,0,0,0,70,0,0,0,75,0,0,0,0,75,60,80,65,50,55,60,65,15,70,60,45,70,45,60,60,75,65,55,55,60,70,70,55,75,40,45,65,50,45,70,40,55,60,30,27.3,€23.75m,Türkiye,15,€792k,19 teams,563,€2.04m,26.5
346,tr1,13,346,Adil Demirbağ,26,Konyaspor,Süper Lig,Centre-Back,DC,"Jun 30, 2027",€1.80m,"1,85m",right,58,65.0,0,60,60,40,0,0,0,0,55,0,0,0,65,0,0,0,0,85,60,95,50,60,55,90,30,50,50,55,70,50,70,60,65,50,55,60,60,65,70,5,25,55,20,30,35,30,70,10,30,70,65,30,27.3,€23.75m,Türkiye,15,€792k,19 teams,563,€2.04m,26.5
