player_id,footballer_id,footballer_name_player,rating,potential,position_acronym,goalkeeping,mental,physical,technical,aerial-reach,command-of-area,communication,eccentricity,first-touch,handling,kicking,one-on-ones,passing,punching-tendency,reflexes,rushing-out-tendency,throwing,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,off-the-ball,positioning,teamwork,vision,work-rate,acceleration,agility,balance,jumping-reach,natural-fitness,pace,stamina,strength,free-kick-taking,penalty-taking,technique,corners,crossing,dribbling,finishing,heading,long-shots,long-throws,marking,tackling,league_id,team_id,footballer_name_footballer,club,league_name,trikot_num,position,birthday,age,nationality_img_path,height,feet,contract,market_value,footballer_img_path,league_name_team,league_id_team,team_name,team_info_link,img_path,num_players,avg_age,num_legionnaires,avg_marketing_val,total_squad_value,league_name_league,league_logo_path,country,num_teams,players,foreign_players,avg_marketing_val_league,avg_age_league,most_valuable_player,total_market_value
115,115,Denis Drăguș,63,68.0,ST,0,60,70,55,0,0,0,0,70,0,0,0,70,0,0,0,0,35,70,65,70,65,60,60,75,25,70,25,55,65,70,70,75,70,65,65,70,70,55,50,40,70,40,55,70,60,65,50,30,30,35,tr1,4,Denis Drăguș,Trabzonspor,Süper Lig,70,Centre-Forward,"Jul 6, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/140.png?lm=1520611569,"1,85m",right,"Jun 30, 2028",€4.00m,https://img.a.transfermarkt.technology/portrait/medium/405399-1723800925.jpg?lm=1,Süper Lig,tr1,Trabzonspor,/trabzonspor/startseite/verein/449/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/449.png?lm=1727269339,32,26.1,14,€3.29m,€105.15m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
116,116,Umut Bozok,58,67.0,ST,0,60,60,50,0,0,0,0,60,0,0,0,60,0,0,0,0,60,70,65,65,65,60,70,65,35,70,45,65,65,65,60,65,65,45,70,60,60,55,50,75,65,25,50,55,60,55,50,25,30,30,tr1,4,Umut Bozok,Trabzonspor,Süper Lig,19,Centre-Forward,"Sep 19, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,78m",right,"Jun 30, 2025",€1.80m,https://img.a.transfermarkt.technology/portrait/medium/259025-1723802633.jpg?lm=1,Süper Lig,tr1,Trabzonspor,/trabzonspor/startseite/verein/449/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/449.png?lm=1727269339,32,26.1,14,€3.29m,€105.15m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
117,117,Poyraz Yıldırım,40,,ST,0,45,50,50,0,0,0,0,75,0,0,0,50,0,0,0,0,30,50,40,50,40,20,40,50,35,65,40,40,50,50,45,55,40,60,70,45,35,35,40,15,50,40,50,70,70,75,45,25,40,35,tr1,4,Poyraz Yıldırım,Trabzonspor,Süper Lig,90,Centre-Forward,"Jan 15, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,89m",left,"Jun 30, 2028",€800k,https://img.a.transfermarkt.technology/portrait/medium/993407-1723801083.jpg?lm=1,Süper Lig,tr1,Trabzonspor,/trabzonspor/startseite/verein/449/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/449.png?lm=1727269339,32,26.1,14,€3.29m,€105.15m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
118,118,Muhammed Şengezer,55,65.0,GK,55,45,55,30,65,65,60,25,45,65,65,70,55,30,65,45,55,40,50,40,70,70,50,25,5,25,10,60,60,40,60,45,65,55,75,50,55,45,60,30,15,50,0,0,0,0,0,0,0,0,0,tr1,5,Muhammed Şengezer,Basaksehir FK,Süper Lig,16,Goalkeeper,"Jan 5, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,92m",right,"Jun 30, 2026",€1.90m,https://img.a.transfermarkt.technology/portrait/medium/330871-1695642978.png?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
119,119,Deniz Dilmen,45,,GK,50,45,60,20,70,55,55,15,40,50,65,65,45,40,55,30,55,50,60,55,35,35,40,65,10,45,10,65,55,40,50,45,50,60,85,45,55,60,70,30,10,15,0,0,0,0,0,0,0,0,0,tr1,5,Deniz Dilmen,Basaksehir FK,Süper Lig,98,Goalkeeper,"Jun 5, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"2,00m",left,"Jun 30, 2027",€500k,https://img.a.transfermarkt.technology/portrait/medium/842465-1695644683.png?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
120,120,Volkan Babacan,60,70.0,GK,55,55,55,25,65,65,70,25,45,65,80,55,35,65,60,40,65,45,65,65,55,70,65,60,30,70,20,65,60,40,55,35,60,60,75,70,35,50,60,30,5,35,0,0,0,0,0,0,0,0,0,tr1,5,Volkan Babacan,Basaksehir FK,Süper Lig,1,Goalkeeper,"Aug 11, 1988",36,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,92m",right,"Jun 30, 2025",€75k,https://img.a.transfermarkt.technology/portrait/medium/52261-1695642211.png?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
121,121,Yusuf Yılmaz,20,22.0,GK,20,28,21,13,25,26,23,16,25,24,18,19,12,20,19,10,21,19,23,28,27,27,28,26,15,12,21,17,21,28,13,19,11,10,28,12,22,19,20,11,25,18,25,19,22,20,12,27,27,28,26,tr1,5,Yusuf Yılmaz,Basaksehir FK,Süper Lig,78,Goalkeeper,"Apr 29, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,93m",right,"Jun 30, 2028",€50k,https://img.a.transfermarkt.technology/portrait/medium/1201580-1706454969.jpg?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
122,122,Jerome Opoku,60,66.0,DC,0,50,65,45,0,0,0,0,50,0,0,0,55,0,0,0,0,70,60,50,50,60,55,55,35,40,30,60,55,50,50,50,55,55,90,60,70,65,80,25,30,50,25,35,45,25,65,40,60,70,65,tr1,5,Jerome Opoku,Basaksehir FK,Süper Lig,3,Centre-Back,"Oct 14, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/54.png?lm=1520611569,"1,97m",left,"Jun 30, 2027",€2.60m,https://img.a.transfermarkt.technology/portrait/medium/408563-1695642294.png?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
123,123,Ousseynou Ba,60,63.0,DC,0,60,70,45,0,0,0,0,50,0,0,0,55,0,0,0,0,90,60,85,55,60,45,65,30,35,35,70,75,50,60,60,65,60,80,70,65,70,80,30,30,50,25,30,35,25,70,25,40,65,70,tr1,5,Ousseynou Ba,Basaksehir FK,Süper Lig,27,Centre-Back,"Nov 11, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/149.png?lm=1520611569,"1,92m",right,"Jun 30, 2027",€2.60m,https://img.a.transfermarkt.technology/portrait/medium/520815-1695643849.png?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
124,124,Hamza Güreler,35,,DC,0,50,50,40,0,0,0,0,60,0,0,0,60,0,0,0,0,30,55,50,55,60,30,75,40,25,40,60,65,60,55,35,45,55,55,55,55,55,40,30,25,60,10,20,35,20,45,40,35,55,60,tr1,5,Hamza Güreler,Basaksehir FK,Süper Lig,15,Centre-Back,"Apr 10, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,92m",right,"Jun 30, 2026",€1.50m,https://img.a.transfermarkt.technology/portrait/medium/988247-1707687561.png?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
125,125,Lucas Lima,58,67.0,DL,0,60,60,55,0,0,0,0,65,0,0,0,60,0,0,0,0,25,65,55,65,65,65,75,60,25,60,55,70,65,80,50,70,60,45,60,60,65,55,70,25,75,35,65,50,40,45,60,55,50,60,tr1,5,Lucas Lima,Basaksehir FK,Süper Lig,6,Left-Back,"Oct 10, 1991",33,https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569,"1,79m",left,"Jun 30, 2025",€1.00m,https://img.a.transfermarkt.technology/portrait/medium/182323-1695642485.png?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
126,126,Emre Kaplan,45,55.0,DL,0,50,60,45,0,0,0,0,60,0,0,0,55,0,0,0,0,35,45,60,45,50,45,40,50,25,55,50,65,55,65,65,60,60,40,60,65,60,55,40,35,65,35,55,45,25,45,35,45,45,50,tr1,5,Emre Kaplan,Basaksehir FK,Süper Lig,75,Left-Back,"Jan 12, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,80m",left,"Jun 30, 2025",€500k,https://img.a.transfermarkt.technology/portrait/medium/645932-1707406110.png?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
127,127,Eren Karaağaç,35,,DL,0,40,50,40,0,0,0,0,55,0,0,0,55,0,0,0,0,45,35,50,30,35,50,25,25,15,35,55,50,45,55,50,65,55,40,60,50,65,15,20,30,55,30,50,35,20,40,40,45,50,55,tr1,5,Eren Karaağaç,Basaksehir FK,Süper Lig,-,Left-Back,"May 24, 2004",20,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,85m",left,"Jun 30, 2025",€50k,https://img.a.transfermarkt.technology/portrait/medium/973234-1695643624.png?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
128,128,Léo Duarte,60,73.0,DC,0,60,60,45,0,0,0,0,55,0,0,0,60,0,0,0,0,65,65,70,55,70,65,70,35,50,45,65,65,55,65,50,60,70,60,55,55,65,70,35,50,55,25,35,45,35,70,25,25,65,75,tr1,5,Léo Duarte,Basaksehir FK,Süper Lig,5,Right-Back,"Jul 17, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569,"1,83m",right,"Jun 30, 2026",€3.30m,https://img.a.transfermarkt.technology/portrait/medium/312678-1695642440.png?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
129,129,Ömer Ali Şahiner,60,64.0,"DR, MC",0,60,60,50,0,0,0,0,60,0,0,0,65,0,0,0,0,70,55,70,60,65,65,65,50,50,50,45,70,55,70,60,70,60,35,85,55,65,60,50,60,65,50,55,55,45,35,50,35,45,60,tr1,5,Ömer Ali Şahiner,Basaksehir FK,Süper Lig,42,Right-Back,"Jan 2, 1992",32,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,75m",right,"Jun 30, 2025",€450k,https://img.a.transfermarkt.technology/portrait/medium/110695-1695644115.png?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
130,130,Sefa Kavraz,30,,DR,0,50,45,40,0,0,0,0,50,0,0,0,55,0,0,0,0,80,40,55,45,40,30,70,45,10,45,50,55,45,60,65,65,45,25,55,55,45,10,35,25,55,35,55,45,25,10,40,60,40,45,tr1,5,Burak Sefa Kavraz,Basaksehir FK,Süper Lig,70,Right-Back,"May 5, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,77m",right,"Jun 30, 2027",€50k,https://img.a.transfermarkt.technology/portrait/medium/1070799-1695644152.png?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
131,131,Berat Özdemir,63,65.0,DM,0,60,65,55,0,0,0,0,70,0,0,0,65,0,0,0,0,65,65,70,65,70,55,75,50,40,40,65,75,60,60,60,60,65,65,70,60,70,65,45,60,60,35,40,60,40,65,60,10,65,70,tr1,5,Berat Özdemir,Basaksehir FK,Süper Lig,2,Defensive Midfield,"May 23, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,87m",right,"Jun 30, 2025",€5.50m,https://img.a.transfermarkt.technology/portrait/medium/483063-1695671006.png?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
132,132,Onur Ergün,58,60.0,"DM, MC",0,60,60,50,0,0,0,0,65,0,0,0,70,0,0,0,0,50,65,65,70,70,55,65,60,60,60,60,65,65,40,50,60,55,50,80,60,65,65,40,70,70,40,40,50,40,55,55,15,30,65,tr1,5,Onur Ergün,Basaksehir FK,Süper Lig,4,Defensive Midfield,"Nov 15, 1992",32,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,85m",right,"Jun 30, 2025",€500k,https://img.a.transfermarkt.technology/portrait/medium/293998-1695642339.png?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
133,133,Berkay Özcan,58,66.0,"DM, MC",0,60,60,55,0,0,0,0,75,0,0,0,75,0,0,0,0,45,70,75,65,45,65,60,70,40,60,30,65,75,55,50,45,80,45,75,45,70,65,65,60,70,75,70,60,45,35,55,40,25,50,tr1,5,Berkay Özcan,Basaksehir FK,Süper Lig,10,Central Midfield,"Feb 15, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,78m",right,"Jun 30, 2027",€4.00m,https://img.a.transfermarkt.technology/portrait/medium/249952-1695642760.png?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
134,134,Miguel Crespo,63,68.0,MC,0,65,60,55,0,0,0,0,40,0,0,0,60,0,0,0,0,70,60,85,50,80,55,85,45,65,60,60,75,65,80,60,75,60,60,50,40,80,70,50,50,65,40,55,70,50,55,50,40,55,70,tr1,5,Miguel Crespo,Basaksehir FK,Süper Lig,13,Central Midfield,"Sep 11, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,86m",right,"Jun 30, 2027",€3.50m,https://img.a.transfermarkt.technology/portrait/medium/498529-1696447057.png?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
135,135,Olivier Kemen,60,65.0,MC,0,65,65,50,0,0,0,0,60,0,0,0,60,0,0,0,0,65,60,70,65,65,60,70,50,65,65,60,70,50,75,60,60,65,50,70,60,75,70,35,45,60,25,40,50,40,55,65,25,50,60,tr1,5,Olivier Kemen,Basaksehir FK,Süper Lig,8,Central Midfield,"Jul 20, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/31.png?lm=1520611569,"1,79m",right,"Jun 30, 2027",€2.50m,https://img.a.transfermarkt.technology/portrait/medium/243725-1694079416.png?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
136,136,Dimitris Pelkas,55,65.0,"AMR, AML, AMC",0,60,55,50,0,0,0,0,75,0,0,0,65,0,0,0,0,50,65,25,65,45,60,85,80,45,70,30,65,70,55,60,75,50,40,60,55,50,35,60,50,75,65,60,65,50,20,65,25,30,25,tr1,5,Dimitrios Pelkas,Basaksehir FK,Süper Lig,14,Attacking Midfield,"Oct 26, 1993",31,https://tmssl.akamaized.net//images/flagge/verysmall/56.png?lm=1520611569,"1,75m",right,"Jun 30, 2026",€2.00m,https://img.a.transfermarkt.technology/portrait/medium/212832-1695642814.png?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
137,137,Matchoi Djaló,56,,"MC, AMR, AMC",0,55,55,50,0,0,0,0,60,0,0,0,50,0,0,0,0,70,50,65,60,50,35,65,70,30,55,40,35,60,50,70,75,40,20,70,75,65,35,60,50,70,60,45,70,45,30,60,25,20,20,tr1,5,Matchoi Djaló,Basaksehir FK,Süper Lig,22,Attacking Midfield,"Apr 10, 2003",21,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,80m",right,"Jun 30, 2027",€1.30m,https://img.a.transfermarkt.technology/portrait/medium/685887-1729151458.jpg?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
138,138,Ömer Beyaz,50,,"MC, AMC",0,50,50,55,0,0,0,0,70,0,0,0,65,0,0,0,0,35,50,45,65,50,45,55,75,40,55,40,50,65,50,65,65,50,25,60,60,55,35,65,60,75,60,50,65,45,25,50,30,40,40,tr1,5,Ömer Beyaz,Basaksehir FK,Süper Lig,17,Attacking Midfield,"Aug 29, 2003",21,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,71m",left,"Jun 30, 2027",€500k,https://img.a.transfermarkt.technology/portrait/medium/588020-1728310146.jpg?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
139,139,Davidson,65,68.0,"AMR, AML",0,60,60,55,0,0,0,0,65,0,0,0,65,0,0,0,0,60,55,65,60,55,60,60,65,50,70,30,55,70,65,70,70,70,45,65,65,50,55,55,55,70,55,60,70,70,40,60,15,30,45,tr1,5,Davidson,Basaksehir FK,Süper Lig,91,Left Winger,"Mar 5, 1991",33,https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569,"1,77m",right,"Jun 30, 2025",€850k,https://img.a.transfermarkt.technology/portrait/medium/397090-1712671366.png?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
140,140,Serdar Gürler,58,64.0,"AMR, AML",0,60,55,55,0,0,0,0,65,0,0,0,65,0,0,0,0,35,65,60,65,50,70,60,65,50,75,30,60,65,70,60,75,55,40,70,50,60,40,65,55,75,60,70,70,55,35,75,25,15,15,tr1,5,Serdar Gürler,Basaksehir FK,Süper Lig,7,Left Winger,"Sep 14, 1991",33,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,75m",right,"Jun 30, 2025",€600k,https://img.a.transfermarkt.technology/portrait/medium/98512-1695642532.png?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
141,141,Deniz Türüç,60,67.0,AMR,0,60,60,60,0,0,0,0,70,0,0,0,75,0,0,0,0,50,60,50,65,50,70,60,65,30,70,40,70,75,50,55,60,65,40,70,50,65,55,80,70,75,65,75,70,55,25,75,30,30,40,tr1,5,Deniz Türüç,Basaksehir FK,Süper Lig,23,Right Winger,"Jan 29, 1993",31,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,77m",left,"Jun 30, 2026",€1.70m,https://img.a.transfermarkt.technology/portrait/medium/216662-1695643570.png?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
142,142,Patryk Szysz,55,64.0,"AMR, AML",0,55,60,50,0,0,0,0,55,0,0,0,60,0,0,0,0,45,60,45,55,65,55,75,60,45,55,40,65,60,65,60,65,65,45,65,55,55,50,40,70,65,35,45,60,65,55,60,30,35,35,tr1,5,Patryk Szysz,Basaksehir FK,Süper Lig,18,Right Winger,"Apr 1, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,77m",left,"Jun 30, 2025",€700k,https://img.a.transfermarkt.technology/portrait/medium/421710-1695643082.png?lm=1,Süper Lig,tr1,Basaksehir FK,/istanbul-basaksehir-fk/startseite/verein/6890/saison_id/2024,https://tmssl.akamaized.net//images/wappen/tiny/6890.png?lm=1521449959,29,27.0,13,€1.67m,€48.43m,Süper Lig,https://tmssl.akamaized.net//images/logo/header/tr1.png?lm=1723019495,Türkiye,19 teams,563,262,€2.04m,26.5,Victor Osimhen,€1.15bn
