footballer_id,league_id,team_id,footballer_name,club,league_name,trikot_num,position,birthday,age,nationality_img_path,height,feet,contract,market_value,footballer_img_path
255,tr1,10,Okan Kocuk,Samsunspor,Süper Lig,1,Goalkeeper,"Jul 27, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,87m",right,"Jun 30, 2026",€1.50m,https://img.a.transfermarkt.technology/portrait/medium/204189-1730122143.JPG?lm=1
256,tr1,10,Halil Yeral,Samsunspor,Süper Lig,45,Goalkeeper,"Jan 1, 2000",24,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,90m",right,"Jun 30, 2025",€50k,https://img.a.transfermarkt.technology/portrait/medium/511119-1730130613.JPG?lm=1
257,tr1,10,Taha Tosun,Samsunspor,Süper Lig,64,Goalkeeper,"Apr 28, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,95m",right,"Jun 30, 2027",€50k,https://img.a.transfermarkt.technology/portrait/medium/1072259-1730130684.JPG?lm=1
258,tr1,10,Muammer Yıldırım,Samsunspor,Süper Lig,90,Goalkeeper,"Sep 14, 1990",34,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,90m",left,"Jun 30, 2025",€50k,https://img.a.transfermarkt.technology/portrait/medium/169927-1727716056.png?lm=1
259,tr1,10,Rick van Drongelen,Samsunspor,Süper Lig,4,Centre-Back,"Dec 20, 1998",25,https://tmssl.akamaized.net//images/flagge/verysmall/122.png?lm=1520611569,"1,88m",left,"Jun 30, 2026",€1.70m,https://img.a.transfermarkt.technology/portrait/medium/354340-1730122667.JPG?lm=1
260,tr1,10,Lubomir Satka,Samsunspor,Süper Lig,37,Centre-Back,"Dec 2, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/154.png?lm=1520611569,"1,88m",right,"Jun 30, 2026",€1.30m,https://img.a.transfermarkt.technology/portrait/medium/168408-1730130565.JPG?lm=1
261,tr1,10,Yunus Emre Çift,Samsunspor,Süper Lig,55,Centre-Back,"Sep 1, 2003",21,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,85m",right,"Jun 30, 2027",€400k,https://img.a.transfermarkt.technology/portrait/medium/821622-1730130642.JPG?lm=1
262,tr1,10,Bedirhan Çetin,Samsunspor,Süper Lig,96,Centre-Back,"Jun 29, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,82m",right,"Jun 30, 2025",€100k,https://img.a.transfermarkt.technology/portrait/medium/1017551-1730130817.JPG?lm=1
263,tr1,10,Elano Yegen,Samsunspor,Süper Lig,66,Centre-Back,"Oct 8, 2002",22,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,91m",right,"Jun 30, 2026",€50k,https://img.a.transfermarkt.technology/portrait/medium/811114-1730131523.jpg?lm=1
264,tr1,10,Marc Bola,Samsunspor,Süper Lig,16,Left-Back,"Dec 9, 1997",26,https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569,"1,85m",left,"Jun 30, 2025",€1.20m,https://img.a.transfermarkt.technology/portrait/medium/340310-1730125191.JPG?lm=1
265,tr1,10,Soner Gönül,Samsunspor,Süper Lig,28,Left-Back,"Jun 11, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,77m",left,"Jun 30, 2025",€500k,https://img.a.transfermarkt.technology/portrait/medium/340967-1730130480.JPG?lm=1
266,tr1,10,Enes Albak,Samsunspor,Süper Lig,77,Left-Back,"May 16, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,75m",left,"Jun 30, 2027",€125k,https://img.a.transfermarkt.technology/portrait/medium/1072260-1730130783.JPG?lm=1
267,tr1,10,Nanu,Samsunspor,Süper Lig,2,Right-Back,"May 17, 1994",30,https://tmssl.akamaized.net//images/flagge/verysmall/60.png?lm=1520611569,"1,77m",right,"Jun 30, 2025",€500k,https://img.a.transfermarkt.technology/portrait/medium/291399-1730122250.JPG?lm=1
268,tr1,10,Mustafa Tan,Samsunspor,Süper Lig,72,Right-Back,"Apr 27, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,81m",right,"Jun 30, 2028",€400k,https://img.a.transfermarkt.technology/portrait/medium/1161013-1730130758.JPG?lm=1
269,tr1,10,Zeki Yavru,Samsunspor,Süper Lig,18,Right-Back,"Sep 5, 1991",33,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,78m",right,"Jun 30, 2025",€350k,https://img.a.transfermarkt.technology/portrait/medium/98131-1730128174.JPG?lm=1
270,tr1,10,Youssef Aït Bennasser,Samsunspor,Süper Lig,6,Defensive Midfield,"Jul 7, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/107.png?lm=1520611569,"1,84m",right,"Jun 30, 2025",€700k,https://img.a.transfermarkt.technology/portrait/medium/265569-1730122729.JPG?lm=1
271,tr1,10,Flavien Tait,Samsunspor,Süper Lig,13,Central Midfield,"Feb 2, 1993",31,https://tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1520611569,"1,76m",right,"Jun 30, 2026",€1.00m,https://img.a.transfermarkt.technology/portrait/medium/202278-1730123975.JPG?lm=1
272,tr1,10,Celil Yüksel,Samsunspor,Süper Lig,5,Central Midfield,"Jan 1, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,71m",right,"Jun 30, 2025",€900k,https://img.a.transfermarkt.technology/portrait/medium/336074-1730122555.JPG?lm=1
273,tr1,10,Muhammet Ali Özbaskıcı,Samsunspor,Süper Lig,20,Central Midfield,"Sep 27, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,72m",right,"Jun 30, 2029",€300k,https://img.a.transfermarkt.technology/portrait/medium/928352-1730128145.JPG?lm=1
274,tr1,10,Soner Aydoğdu,Samsunspor,Süper Lig,8,Central Midfield,"Jan 5, 1991",33,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,80m",left,"Jun 30, 2025",€100k,https://img.a.transfermarkt.technology/portrait/medium/85291-1730122832.JPG?lm=1
275,tr1,10,Carlo Holse,Samsunspor,Süper Lig,21,Attacking Midfield,"Jun 2, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/39.png?lm=1520611569,"1,77m",left,"Jun 30, 2027",€3.20m,https://img.a.transfermarkt.technology/portrait/medium/345577-1730128227.JPG?lm=1
276,tr1,10,Olivier Ntcham,Samsunspor,Süper Lig,10,Attacking Midfield,"Feb 9, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/31.png?lm=1520611569,"1,80m",right,"Jun 30, 2026",€2.70m,https://img.a.transfermarkt.technology/portrait/medium/224088-1730123022.JPG?lm=1
277,tr1,10,Emre Kılınç,Samsunspor,Süper Lig,11,Left Winger,"Aug 23, 1994",30,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,74m",left,"Jun 30, 2026",€1.70m,https://img.a.transfermarkt.technology/portrait/medium/208848-1730123204.JPG?lm=1
278,tr1,10,Arbnor Muja,Samsunspor,Süper Lig,7,Right Winger,"Nov 29, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/3.png?lm=1520611569,"1,79m",right,"Jun 30, 2027",€4.00m,https://img.a.transfermarkt.technology/portrait/medium/606967-1730122770.JPG?lm=1
279,tr1,10,Kingsley Schindler,Samsunspor,Süper Lig,17,Right Winger,"Jul 12, 1993",31,https://tmssl.akamaized.net//images/flagge/verysmall/54.png?lm=1520611569,"1,83m",right,"Jun 30, 2025",€750k,https://img.a.transfermarkt.technology/portrait/medium/153678-1730125259.JPG?lm=1
280,tr1,10,Moussa Guel,Samsunspor,Süper Lig,65,Right Winger,"Jun 23, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/38.png?lm=1520611569,"1,71m",right,"Jun 30, 2025",€125k,https://img.a.transfermarkt.technology/portrait/medium/556371-1688982233.png?lm=1
281,tr1,10,Marius Mouandilmadji,Samsunspor,Süper Lig,9,Centre-Forward,"Jan 22, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/171.png?lm=1520611569,"1,90m",right,"Jun 30, 2026",€2.00m,https://img.a.transfermarkt.technology/portrait/medium/598399-1730122962.JPG?lm=1
282,tr1,10,Landry Dimata,Samsunspor,Süper Lig,14,Centre-Forward,"Sep 1, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/19.png?lm=1520611569,"1,85m",right,"Jun 30, 2026",€1.50m,https://img.a.transfermarkt.technology/portrait/medium/311489-1730124020.JPG?lm=1
283,tr1,10,Ercan Kara,Samsunspor,Süper Lig,29,Centre-Forward,"Jan 3, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/127.png?lm=1520611569,"1,92m",right,"Jun 30, 2026",€1.50m,https://img.a.transfermarkt.technology/portrait/medium/320701-1730130504.JPG?lm=1
284,tr1,10,Gaëtan Laura,Samsunspor,Süper Lig,27,Centre-Forward,"Aug 6, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/193.png?lm=1520611569,"1,82m",right,"Jun 30, 2025",€450k,https://img.a.transfermarkt.technology/portrait/medium/291124-1730130349.JPG?lm=1
285,tr1,10,Berhan Deniz,Samsunspor,Süper Lig,-,Centre-Forward,"Nov 25, 2004",20,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,-,right,"Jun 30, 2028",€75k,https://img.a.transfermarkt.technology/portrait/medium/1196380-1707680209.png?lm=1
286,tr1,11,Kenan Piric,Antalyaspor,Süper Lig,13,Goalkeeper,"Jul 7, 1994",30,https://tmssl.akamaized.net//images/flagge/verysmall/24.png?lm=1569523290,"1,92m",right,"Jun 30, 2026",€750k,https://img.a.transfermarkt.technology/portrait/medium/231712-1726736754.jpg?lm=1
287,tr1,11,Abdullah Yiğiter,Antalyaspor,Süper Lig,21,Goalkeeper,"Feb 20, 2000",24,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,89m",right,"Jun 30, 2027",€175k,https://img.a.transfermarkt.technology/portrait/medium/393371-1726737031.jpg?lm=1
288,tr1,11,Kağan Arıcan,Antalyaspor,Süper Lig,99,Goalkeeper,"Mar 10, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,87m",right,"Jun 30, 2025",€100k,https://img.a.transfermarkt.technology/portrait/medium/1047622-1726737574.jpg?lm=1
289,tr1,11,Doğukan Özkan,Antalyaspor,Süper Lig,34,Goalkeeper,"Feb 4, 2000",24,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,87m",right,"Jun 30, 2025",€50k,https://img.a.transfermarkt.technology/portrait/medium/537611-1726737232.jpg?lm=1
290,tr1,11,Thalisson,Antalyaspor,Süper Lig,2,Centre-Back,"May 7, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569,"1,85m",right,"Jun 30, 2027",€750k,https://img.a.transfermarkt.technology/portrait/medium/323876-1726736103.jpg?lm=1
291,tr1,11,Emrecan Uzunhan,Antalyaspor,Süper Lig,14,Centre-Back,"Feb 26, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,89m",left,"Jun 30, 2025",€550k,https://img.a.transfermarkt.technology/portrait/medium/683828-1726736787.jpg?lm=1
292,tr1,11,Bahadır Öztürk,Antalyaspor,Süper Lig,3,Centre-Back,"Oct 1, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,85m",right,"Jun 30, 2026",€400k,https://img.a.transfermarkt.technology/portrait/medium/353970-1726736134.jpg?lm=1
293,tr1,11,Amar Gerxhaliu,Antalyaspor,Süper Lig,4,Centre-Back,"Apr 26, 2002",22,https://tmssl.akamaized.net//images/flagge/verysmall/244.png?lm=1520611569,"1,93m",right,"Jun 30, 2026",€300k,https://img.a.transfermarkt.technology/portrait/medium/866177-1726736170.jpg?lm=1
294,tr1,11,Veysel Sarı,Antalyaspor,Süper Lig,89,Centre-Back,"Jul 25, 1988",36,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,84m",right,"Jun 30, 2025",€175k,https://img.a.transfermarkt.technology/portrait/medium/88374-1726737506.jpg?lm=1
295,tr1,11,Harun Toprak,Antalyaspor,Süper Lig,72,Centre-Back,"Apr 29, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,88m",right,"Jun 30, 2028",€50k,https://img.a.transfermarkt.technology/portrait/medium/1068053-1726737370.jpg?lm=1
296,tr1,11,Abdurrahim Dursun,Antalyaspor,Süper Lig,77,Left-Back,"Dec 1, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,76m",left,"Jun 30, 2026",€250k,https://img.a.transfermarkt.technology/portrait/medium/366194-1726737431.jpg?lm=1
297,tr1,11,Güray Vural,Antalyaspor,Süper Lig,11,Left-Back,"Jun 11, 1988",36,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,77m",left,"Jun 30, 2025",€150k,https://img.a.transfermarkt.technology/portrait/medium/52281-1726736583.jpg?lm=1
298,tr1,11,Efecan Gülerce,Antalyaspor,Süper Lig,44,Left-Back,"Mar 7, 2002",22,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,80m",left,"Jun 30, 2026",€50k,https://img.a.transfermarkt.technology/portrait/medium/700393-1726737280.jpg?lm=1
299,tr1,11,Bünyamin Balcı,Antalyaspor,Süper Lig,7,Right-Back,"May 31, 2000",24,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,73m",right,"Jun 30, 2027",€2.50m,https://img.a.transfermarkt.technology/portrait/medium/620072-1726736351.jpg?lm=1
300,tr1,11,Erdoğan Yeşilyurt,Antalyaspor,Süper Lig,17,Right-Back,"Nov 6, 1993",31,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,75m",both,"Jun 30, 2026",€1.20m,https://img.a.transfermarkt.technology/portrait/medium/158946-1726736900.jpg?lm=1
301,tr1,11,Mert Yılmaz,Antalyaspor,Süper Lig,27,Right-Back,"Mar 8, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,74m",right,"Jun 30, 2025",€275k,https://img.a.transfermarkt.technology/portrait/medium/393217-1726737203.jpg?lm=1
302,tr1,11,Jakub Kaluzinski,Antalyaspor,Süper Lig,18,Defensive Midfield,"Oct 31, 2002",22,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,84m",both,"Jun 30, 2026",€3.00m,https://img.a.transfermarkt.technology/portrait/medium/699418-1726736986.jpg?lm=1
303,tr1,11,Oleksandr Petrusenko,Antalyaspor,Süper Lig,16,Defensive Midfield,"Mar 26, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/177.png?lm=1520611569,"1,81m",right,"Jun 30, 2026",€1.50m,https://img.a.transfermarkt.technology/portrait/medium/461657-1726736825.jpg?lm=1
304,tr1,11,Soner Dikmen,Antalyaspor,Süper Lig,5,Central Midfield,"Sep 1, 1993",31,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,79m",right,"Jun 30, 2026",€1.50m,https://img.a.transfermarkt.technology/portrait/medium/291750-1726736215.jpg?lm=1
305,tr1,11,Erdal Rakip,Antalyaspor,Süper Lig,6,Central Midfield,"Feb 13, 1996",28,https://tmssl.akamaized.net//images/flagge/verysmall/100.png?lm=1520611569,"1,79m",right,"Jun 30, 2025",€850k,https://img.a.transfermarkt.technology/portrait/medium/230746-1726736254.jpg?lm=1
306,tr1,11,Burak İngenç,Antalyaspor,Süper Lig,91,Central Midfield,"Apr 14, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,75m",left,-,€200k,https://img.a.transfermarkt.technology/portrait/medium/1047623-1726737545.jpg?lm=1
307,tr1,11,Mevlüt Han Ekelik,Antalyaspor,Süper Lig,-,Central Midfield,"Dec 16, 2004",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,82m",right,-,€100k,https://img.a.transfermarkt.technology/portrait/medium/727082-1695393943.png?lm=1
308,tr1,11,Ramzi Safuri,Antalyaspor,Süper Lig,8,Attacking Midfield,"Oct 21, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/74.png?lm=1520611569,"1,83m",right,"Jun 30, 2025",€1.50m,https://img.a.transfermarkt.technology/portrait/medium/204116-1726736386.jpg?lm=1
309,tr1,11,Sander van de Streek,Antalyaspor,Süper Lig,22,Attacking Midfield,"Mar 24, 1993",31,https://tmssl.akamaized.net//images/flagge/verysmall/122.png?lm=1520611569,"1,80m",right,"Jun 30, 2025",€1.10m,https://img.a.transfermarkt.technology/portrait/medium/190222-1726737081.jpg?lm=1
310,tr1,11,Emre Uzun,Antalyaspor,Süper Lig,20,Attacking Midfield,"Jun 20, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,79m",left,"Jun 30, 2025",€900k,https://img.a.transfermarkt.technology/portrait/medium/820148-1725540567.jpg?lm=1
311,tr1,11,Deni Milosevic,Antalyaspor,Süper Lig,58,Attacking Midfield,"Mar 9, 1995",29,https://tmssl.akamaized.net//images/flagge/verysmall/24.png?lm=1569523290,"1,83m",right,"Jun 30, 2026",€200k,https://img.a.transfermarkt.technology/portrait/medium/168163-1726737335.jpg?lm=1
312,tr1,11,Moussa Djenepo,Antalyaspor,Süper Lig,12,Left Winger,"Jun 15, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/105.png?lm=1520611569,"1,77m",right,"Jun 30, 2025",€3.00m,https://img.a.transfermarkt.technology/portrait/medium/485424-1726736621.jpg?lm=1
313,tr1,11,Sam Larsson,Antalyaspor,Süper Lig,10,Left Winger,"Apr 10, 1993",31,https://tmssl.akamaized.net//images/flagge/verysmall/147.png?lm=1520611569,"1,80m",right,"Jun 30, 2025",€1.50m,https://img.a.transfermarkt.technology/portrait/medium/159668-1726736544.jpg?lm=1
314,tr1,11,Braian Samudio,Antalyaspor,Süper Lig,81,Left Winger,"Dec 23, 1995",28,https://tmssl.akamaized.net//images/flagge/verysmall/132.png?lm=1520611569,"1,81m",right,"Jun 30, 2026",€1.40m,https://img.a.transfermarkt.technology/portrait/medium/520405-1726737466.jpg?lm=1
315,tr1,11,Andros Townsend,Antalyaspor,Süper Lig,25,Right Winger,"Jul 16, 1991",33,https://tmssl.akamaized.net//images/flagge/verysmall/189.png?lm=1520611569,"1,81m",left,"Jun 30, 2026",€1.40m,https://img.a.transfermarkt.technology/portrait/medium/61842-1726737135.jpg?lm=1
316,tr1,11,Adolfo Gaich,Antalyaspor,Süper Lig,9,Centre-Forward,"Feb 26, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/9.png?lm=1520611569,"1,90m",right,"Jun 30, 2025",€1.60m,https://img.a.transfermarkt.technology/portrait/medium/608469-1726736444.jpg?lm=1
317,tr1,12,Mert Bayram,Alanyaspor,Süper Lig,23,Goalkeeper,"Jan 2, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,90m",right,"Jun 30, 2029",€100k,https://img.a.transfermarkt.technology/portrait/medium/920138-1724671337.jpg?lm=1
318,tr1,12,Ertuğrul Taşkıran,Alanyaspor,Süper Lig,1,Goalkeeper,"Nov 5, 1989",35,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,91m",right,"Jun 30, 2025",€75k,https://img.a.transfermarkt.technology/portrait/medium/91945-1724670890.jpg?lm=1
319,tr1,12,Yusuf Karagöz,Alanyaspor,Süper Lig,99,Goalkeeper,"Oct 5, 1999",25,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,95m",right,"Jun 30, 2027",€50k,https://img.a.transfermarkt.technology/portrait/medium/616467-1724671634.jpg?lm=1
320,tr1,12,Furkan Bayır,Alanyaspor,Süper Lig,4,Centre-Back,"Feb 9, 2000",24,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,88m",right,"Jun 30, 2025",€2.10m,https://img.a.transfermarkt.technology/portrait/medium/548270-1724670960.jpg?lm=1
321,tr1,12,Fatih Aksoy,Alanyaspor,Süper Lig,20,Centre-Back,"Nov 6, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,89m",right,"Jun 30, 2025",€1.80m,https://img.a.transfermarkt.technology/portrait/medium/338794-1724671174.jpg?lm=1
322,tr1,12,Fidan Aliti,Alanyaspor,Süper Lig,5,Centre-Back,"Oct 3, 1993",31,https://tmssl.akamaized.net//images/flagge/verysmall/244.png?lm=1520611569,"1,86m",left,"Jun 30, 2026",€1.00m,https://img.a.transfermarkt.technology/portrait/medium/182870-1724670998.jpg?lm=1
323,tr1,12,Nuno Lima,Alanyaspor,Süper Lig,3,Centre-Back,"Mar 16, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,85m",right,"Jun 30, 2027",€900k,https://img.a.transfermarkt.technology/portrait/medium/836336-1724670923.jpg?lm=1
324,tr1,12,Yusuf Özdemir,Alanyaspor,Süper Lig,88,Left-Back,"Jan 10, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,81m",left,"Jun 30, 2025",€2.60m,https://img.a.transfermarkt.technology/portrait/medium/652426-1724671565.jpg?lm=1
325,tr1,12,Jure Balkovec,Alanyaspor,Süper Lig,29,Left-Back,"Sep 9, 1994",30,https://tmssl.akamaized.net//images/flagge/verysmall/155.png?lm=1520611569,"1,85m",left,"Jun 30, 2026",€1.20m,https://img.a.transfermarkt.technology/portrait/medium/181410-1724671445.jpg?lm=1
326,tr1,12,Florent Hadergjonaj,Alanyaspor,Süper Lig,94,Right-Back,"Jul 31, 1994",30,https://tmssl.akamaized.net//images/flagge/verysmall/244.png?lm=1520611569,"1,82m",right,"Jun 30, 2025",€1.70m,https://img.a.transfermarkt.technology/portrait/medium/238809-1724671607.jpg?lm=1
327,tr1,12,Richard,Alanyaspor,Süper Lig,25,Defensive Midfield,"Feb 18, 1994",30,https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569,"1,91m",right,"Jun 30, 2025",€900k,https://img.a.transfermarkt.technology/portrait/medium/530737-1724671365.jpg?lm=1
328,tr1,12,Gaius Makouta,Alanyaspor,Süper Lig,42,Central Midfield,"Jul 25, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/85.png?lm=1520611569,"1,80m",right,"Jun 30, 2027",€2.60m,https://img.a.transfermarkt.technology/portrait/medium/450173-1724671526.jpg?lm=1
329,tr1,12,Nicolas Janvier,Alanyaspor,Süper Lig,17,Central Midfield,"Aug 11, 1998",26,https://tmssl.akamaized.net//images/flagge/verysmall/50.png?lm=1520611569,"1,72m",right,"Jun 30, 2026",€550k,https://img.a.transfermarkt.technology/portrait/medium/324803-1724671138.jpg?lm=1
330,tr1,12,Buluthan Bulut,Alanyaspor,Süper Lig,21,Central Midfield,"Jul 21, 2002",22,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,75m",right,"Jun 30, 2026",€50k,https://img.a.transfermarkt.technology/portrait/medium/700305-1724671232.jpg?lm=1
331,tr1,12,Efecan Karaca,Alanyaspor,Süper Lig,7,Attacking Midfield,"Nov 16, 1989",35,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,70m",right,"Jun 30, 2025",€350k,https://img.a.transfermarkt.technology/portrait/medium/50655-1724671025.jpg?lm=1
332,tr1,12,Eren Altıntaş,Alanyaspor,Süper Lig,26,Attacking Midfield,"Mar 30, 2004",20,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,84m",left,"Jun 30, 2028",€100k,https://img.a.transfermarkt.technology/portrait/medium/924399-1694441431.PNG?lm=1
333,tr1,12,Emin Sarıgül,Alanyaspor,Süper Lig,-,Attacking Midfield,"Jul 12, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,78m",right,"Jun 30, 2027",€50k,https://img.a.transfermarkt.technology/portrait/medium/737253-1704137489.jpeg?lm=1
334,tr1,12,Bera Çeken,Alanyaspor,Süper Lig,22,Left Winger,"Aug 18, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,78m",left,"Jun 30, 2029",€50k,https://img.a.transfermarkt.technology/portrait/medium/1122485-1724671277.jpg?lm=1
335,tr1,12,Rony Lopes,Alanyaspor,Süper Lig,11,Right Winger,"Dec 28, 1995",28,https://tmssl.akamaized.net//images/flagge/verysmall/136.png?lm=1520611569,"1,74m",left,"Jun 30, 2026",€2.20m,https://img.a.transfermarkt.technology/portrait/medium/174694-1730199640.jpg?lm=1
336,tr1,12,Loide Augusto,Alanyaspor,Süper Lig,27,Right Winger,"Feb 26, 2000",24,https://tmssl.akamaized.net//images/flagge/verysmall/6.png?lm=1520611569,"1,83m",right,"Jun 30, 2027",€1.40m,https://img.a.transfermarkt.technology/portrait/medium/696693-1724671419.jpg?lm=1
337,tr1,12,Juan Christian,Alanyaspor,Süper Lig,70,Right Winger,"Mar 10, 2001",23,https://tmssl.akamaized.net//images/flagge/verysmall/26.png?lm=1520611569,"1,77m",right,"Jun 30, 2028",€450k,https://img.a.transfermarkt.technology/portrait/medium/1010016-1678847943.jpg?lm=1
338,tr1,12,Ui-jo Hwang,Alanyaspor,Süper Lig,16,Centre-Forward,"Aug 28, 1992",32,https://tmssl.akamaized.net//images/flagge/verysmall/87.png?lm=1520611569,"1,85m",both,"Jun 30, 2025",€1.60m,https://img.a.transfermarkt.technology/portrait/medium/260166-1730199560.jpg?lm=1
339,tr1,12,Sergio Córdova,Alanyaspor,Süper Lig,9,Centre-Forward,"Aug 9, 1997",27,https://tmssl.akamaized.net//images/flagge/verysmall/182.png?lm=1520611569,"1,88m",right,"Jun 30, 2027",€1.50m,https://img.a.transfermarkt.technology/portrait/medium/377387-1724671068.jpg?lm=1
340,tr1,12,Serdar Dursun,Alanyaspor,Süper Lig,10,Centre-Forward,"Oct 19, 1991",33,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,90m",right,"Jun 30, 2026",€600k,https://img.a.transfermarkt.technology/portrait/medium/80059-1724671095.jpg?lm=1
341,tr1,12,Arda Usluoğlu,Alanyaspor,Süper Lig,15,Centre-Forward,"Oct 12, 2006",18,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,89m",right,"Jun 30, 2027",€200k,https://img.a.transfermarkt.technology/portrait/medium/981928-1728295350.jpg?lm=1
342,tr1,13,Jakub Slowik,Konyaspor,Süper Lig,27,Goalkeeper,"Aug 31, 1991",33,https://tmssl.akamaized.net//images/flagge/verysmall/135.png?lm=1520611569,"1,90m",right,"Jun 30, 2025",€700k,https://img.a.transfermarkt.technology/portrait/medium/154530-1727456991.png?lm=1
343,tr1,13,Deniz Ertaş,Konyaspor,Süper Lig,1,Goalkeeper,"Mar 20, 2005",19,https://tmssl.akamaized.net//images/flagge/verysmall/174.png?lm=1520611569,"1,93m",right,"Jun 30, 2027",€350k,https://img.a.transfermarkt.technology/portrait/medium/882568-1727457482.png?lm=1
